序号,院校名称,学校标识码,主管部门,所在地,层次,省市,性质,研究生,共建方,城市级,考研,推免,深造,国内升学,出国,行业隶属,顶尖专业,特色专业,官网,可点击链接
109,天津美术学院,4112010073,天津市,天津市,本科,天津,公办,,,新一线,7.55,,18.57%,12.51%,6.06%,,,,http://www.tjarts.edu.cn/,http://www.tjarts.edu.cn/
110,天津城建大学,4112010792,天津市,天津市,本科,天津,公办,,,新一线,8.51,,4.34%,,,,,,http://www.tcu.edu.cn/,http://www.tcu.edu.cn/
111,天津天狮学院,4112010859,天津市教委,天津市,本科,天津,民办,,,新一线,2.6,,1.15%,1.09%,0.06%,,,,http://www.tianshi.edu.cn/,http://www.tianshi.edu.cn/
112,天津中德应用技术大学,4112012105,天津市,天津市,本科,天津,示范,,,新一线,3.6,,4.10%,,,,,,https://www.tsguas.edu.cn/,https://www.tsguas.edu.cn/
113,天津外国语大学滨海外事学院,4112013658,天津市教委,天津市,本科,天津,民办,,,新一线,4.34,,8.77%,2.97%,5.80%,,,,http://bhws.tjfsu.edu.cn/,http://bhws.tjfsu.edu.cn/
114,天津传媒学院,4112013659,天津市教委,天津市,本科,天津,民办,,,新一线,6,,1.14%,,,,,,http://www.tjtwy.cn/,http://www.tjtwy.cn/
115,天津商业大学宝德学院,4112013660,天津市教委,天津市,本科,天津,民办,,,新一线,0.49,,1.54%,1.06%,0.48%,,,,http://www.boustead.edu.cn/,http://www.boustead.edu.cn/
116,天津医科大学临床医学院,4112013661,天津市教委,天津市,本科,天津,民办,,,新一线,2.21,,6.29%,,,,,,http://www.tmucmc.edu.cn/,http://www.tmucmc.edu.cn/
117,南开大学滨海学院,4112013663,天津市教委,天津市,本科,天津,民办,,,新一线,7.85,,6.07%,,,,,,http://binhai.nankai.edu.cn/,http://binhai.nankai.edu.cn/
118,天津师范大学津沽学院,4112013896,天津市教委,天津市,本科,天津,民办,,,新一线,2.61,,,,,,,,http://jgxy.tjnu.edu.cn/,http://jgxy.tjnu.edu.cn/
119,天津理工大学中环信息学院,4112013897,天津市教委,天津市,本科,天津,民办,,,新一线,2.31,,2.29%,,,,,,http://www.tjzhic.edu.cn/,http://www.tjzhic.edu.cn/
120,北京科技大学天津学院,4112013898,天津市教委,天津市,本科,天津,民办,,,新一线,18,,4.33%,2.56%,1.77%,,,,http://tj.ustb.edu.cn/,http://tj.ustb.edu.cn/
121,天津仁爱学院,4112014038,天津市教委,天津市,本科,天津,民办,,,新一线,7.44,,7.85%,6.78%,1.07%,,,,http://www.tjrac.edu.cn/,http://www.tjrac.edu.cn/
122,天津财经大学珠江学院,4112014087,天津市教委,天津市,本科,天津,民办,,,新一线,3.28,,2.95%,,,,,,http://zhujiang.tjufe.edu.cn/,http://zhujiang.tjufe.edu.cn/
123,天津市职业大学,4112011032,天津市,天津市,专科,天津,A/示范,,,新一线,,,,,,,,,,
124,天津滨海职业学院,4112012484,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjbpi.com/website/,http://www.tjbpi.com/website/
125,天津工程职业技术学院,4112012487,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjeti.com/,http://www.tjeti.com/
126,天津渤海职业技术学院,4112012719,天津市,天津市,专科,天津,群C,,,新一线,,,,,,,,,http://www.tjbhzy.net.cn/,http://www.tjbhzy.net.cn/
127,天津电子信息职业技术学院,4112012720,天津市,天津市,专科,天津,群A/示范,,,新一线,,,,,,,,,http://www.tjdz.net/,http://www.tjdz.net/
128,天津机电职业技术学院,4112012721,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.suoyuan.com.cn/default.html,http://www.suoyuan.com.cn/default.html
129,天津现代职业技术学院,4112012722,天津市,天津市,专科,天津,群A/骨干,,,新一线,,,,,,,,,http://www.xdxy.com.cn/,http://www.xdxy.com.cn/
130,天津公安警官职业学院,4112012723,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjjingyuan.cn/,http://www.tjjingyuan.cn/
131,天津轻工职业技术学院,4112012732,天津市,天津市,专科,天津,C/骨干,,,新一线,,,,,,,,,http://www.tjlivtc.edu.cn/,http://www.tjlivtc.edu.cn/
132,天津商务职业学院,4112012788,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tcc1955.edu.cn/,http://www.tcc1955.edu.cn/
133,天津国土资源和房屋职业学院,4112012803,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjgfxy.com.cn/tjgfxy/,http://www.tjgfxy.com.cn/tjgfxy/
134,天津医学高等专科学校,4112012880,天津市,天津市,专科,天津,B/示范,,,新一线,,,,,,,,,http://www.tjyzh.cn/,http://www.tjyzh.cn/
135,天津开发区职业技术学院,4112012881,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tedazj.com/,http://www.tedazj.com/
136,天津艺术职业学院,4112012882,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.arttj.cn/,http://www.arttj.cn/
137,天津交通职业学院,4112012883,天津市,天津市,专科,天津,群B/骨干,,,新一线,,,,,,,,,http://www.tjtvc.com/,http://www.tjtvc.com/
138,天津工业职业学院,4112013700,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjmvti.cn/,http://www.tjmvti.cn/
139,天津石油职业技术学院,4112013701,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjsyxy.com/,http://www.tjsyxy.com/
140,天津城市职业学院,4112013702,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjcsxy.cn/,http://www.tjcsxy.cn/
141,天津铁道职业技术学院,4112013863,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjtdxy.cn/,http://www.tjtdxy.cn/
142,天津工艺美术职业学院,4112013911,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.gmtj.com/,http://www.gmtj.com/
143,天津城市建设管理职业技术学院,4112014020,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjchengjian.com/,http://www.tjchengjian.com/
144,天津生物工程职业技术学院,4112014021,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjbio.cn/,http://www.tjbio.cn/
145,天津海运职业学院,4112014022,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjmc.edu.cn/,http://www.tjmc.edu.cn/
146,天津广播影视职业学院,4112014102,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjgbys.com/,http://www.tjgbys.com/
147,天津体育职业学院,4112014599,天津市,天津市,专科,天津,公办,,,新一线,,,,,,,,,http://www.tjvcs.cn/,http://www.tjvcs.cn/
148,天津滨海汽车工程职业学院,4112014600,天津市教委,天津市,专科,天津,民办,,,新一线,,,,,,,,,http://www.tqzyxy.com/,http://www.tqzyxy.com/
149,河北大学,4113010075,河北省,保定市,本科,河北,共建,推免,河北省、教育部、国防科技工业局,二线,25.89,7.7,30.84%,,,,,新闻学、教育学、汉语言文学、光信息科学与技术,https://www.hbu.edu.cn/,https://www.hbu.edu.cn/
150,河北工程大学,4113010076,河北省,邯郸市,本科,河北,共建,推免,水利部、河北省,三线,15.5,2.8,18.42%,18.24%,0.18%,煤炭部,,资源勘察与工程、建筑学,http://www.hebeu.edu.cn/,http://www.hebeu.edu.cn/
151,河北地质大学,4113010077,河北省,石家庄市,本科,河北,共建,,自然资源部、河北省,二线,10.25,,14.09%,,,地质部,,,http://www.hgu.edu.cn/,http://www.hgu.edu.cn/
152,河北工业大学,4113010080,河北省,天津市,本科,天津,211,推免,河北省、教育部、天津市,新一线,31.39,9.8,38.27%,35.60%,2.67%,,,机械设计制造及其自动化、金属材料工程、化学工程与工艺,https://www.hebut.edu.cn/,https://www.hebut.edu.cn/
153,华北理工大学,4113010081,河北省,唐山市,本科,河北,共建,推免,国防科技工业局、河北省,三线,19.25,2.3,22.17%,21.68%,0.49%,煤炭部,,,http://www.ncst.edu.cn/,http://www.ncst.edu.cn/
154,河北科技大学,4113010082,河北省,石家庄市,本科,河北,共建,,国防科技工业局、河北省,二线,20.9,,24.24%,,,,,金属材料工程、环境工程、化学工程与工艺,https://www.hebust.edu.cn/,https://www.hebust.edu.cn/
155,河北建筑工程学院,4113010084,河北省,张家口市,本科,河北,公办,,,四线,8.36,,11.60%,11.40%,0.20%,,,土木工程,http://www.hebiace.edu.cn/,http://www.hebiace.edu.cn/
156,河北水利电力学院,4113010085,河北省,沧州市,本科,河北,公办,,,三线,,,2.80%,2.77%,0.03%,,,,http://www.hbwe.edu.cn/,http://www.hbwe.edu.cn/
157,河北农业大学,4113010086,河北省,保定市,本科,河北,共建,推免,河北省、教育部,二线,23.5,4.1,29.44%,,,,,园艺、林学、园林、农学、植物保护,https://www.hebau.edu.cn/,https://www.hebau.edu.cn/
158,河北医科大学,4113010089,河北省,石家庄市,本科,河北,共建,推免,教育部、卫健委、河北省,二线,42.29,6.2,60.47%,,,,,临床医学、药学,https://www.hebmu.edu.cn/,https://www.hebmu.edu.cn/
159,河北北方学院,4113010092,河北省,张家口市,本科,河北,公办,,,四线,11,,12.52%,12.50%,0.02%,,,药学,http://www.hebeinu.edu.cn/,http://www.hebeinu.edu.cn/
160,承德医学院,4113010093,河北省,承德市,本科,河北,公办,,,四线,23.2,,24.10%,,,,,,http://www.cdmc.edu.cn/index.html,http://www.cdmc.edu.cn/index.html
161,河北师范大学,4113010094,河北省,石家庄市,本科,河北,共建,推免,河北省、教育部,二线,18.46,5.3,21.92%,20.82%,1.10%,,,思想政治教育、生物科学、历史学、体育教育,http://www.hebtu.edu.cn/,http://www.hebtu.edu.cn/
162,保定学院,4113010096,河北省,保定市,本科,河北,公办,,,二线,10.96,,7.17%,7.11%,0.06%,,,,https://www.bdu.edu.cn/,https://www.bdu.edu.cn/
163,河北民族师范学院,4113010098,河北省,承德市,本科,河北,共建,,国家民委、河北省,四线,11.48,,6.65%,6.35%,0.30%,,,,https://www.hbun.edu.cn/,https://www.hbun.edu.cn/
164,唐山师范学院,4113010099,河北省,唐山市,本科,河北,公办,,,三线,18.61,,8.24%,8.08%,0.16%,,,,https://www.tstc.edu.cn/,https://www.tstc.edu.cn/
165,廊坊师范学院,4113010100,河北省,廊坊市,本科,河北,公办,,,二线,10.86,,10.78%,,,,,,http://www.lfsfxy.org.cn/index.html,http://www.lfsfxy.org.cn/index.html
166,衡水学院,4113010101,河北省,衡水市,本科,河北,公办,,,四线,6.4,,5.50%,,,,,,https://www.hsnc.edu.cn/,https://www.hsnc.edu.cn/
167,石家庄学院,4113010102,河北省,石家庄市,本科,河北,公办,,,二线,10.6,,8.70%,8.50%,0.20%,,,,http://www.sjzc.edu.cn/,http://www.sjzc.edu.cn/
168,邯郸学院,4113010103,河北省,邯郸市,本科,河北,公办,,,三线,10.53,,15.46%,,,,,,http://www.hdc.edu.cn/,http://www.hdc.edu.cn/
169,邢台学院,4113010104,河北省,邢台市,本科,河北,公办,,,三线,7.57,,4.30%,4.16%,0.14%,,,,http://www.xttc.edu.cn/,http://www.xttc.edu.cn/
170,沧州师范学院,4113010105,河北省,沧州市,本科,河北,公办,,,三线,14.53,,5.57%,,,,,,http://www.caztc.edu.cn/,http://www.caztc.edu.cn/
171,石家庄铁道大学,4113010107,河北省,石家庄市,本科,河北,共建,推免,河北省、教育部、国家铁路局,二线,14.59,1.6,21.63%,,,铁道部,,土木工程、机械设计制造及其自动化,https://www.stdu.edu.cn/,https://www.stdu.edu.cn/
172,燕山大学,4113010216,河北省,秦皇岛市,本科,河北,共建,推免,河北省、教育部、工信部,三线,25.18,7.4,32.06%,,,机械部,,机械设计制造及其自动化、金属材料工程、旅游管理,http://ysu.edu.cn/,http://ysu.edu.cn/
173,河北科技师范学院,4113010798,河北省,秦皇岛市,本科,河北,公办,,,三线,15.49,,16.57%,16.43%,0.14%,,,,https://www.hevttc.edu.cn/,https://www.hevttc.edu.cn/
174,唐山学院,4113011033,河北省,唐山市,本科,河北,公办,,,三线,11.1,,,,,,,,https://www.tsc.edu.cn/index.html,https://www.tsc.edu.cn/index.html
175,华北科技学院,4113011104,应急管理部,廊坊市,本科,河北,公办,,,二线,11.97,,11.76%,10.91%,0.85%,安监局,,安全工程、采矿工程,http://www.ncist.edu.cn/Home/,http://www.ncist.edu.cn/Home/
176,中国人民警察大学,4113011105,公安部,廊坊市,本科,河北,公办,,,二线,,,,,,公安部,,,https://www.cppu.edu.cn/,https://www.cppu.edu.cn/
177,河北体育学院,4113011236,河北省,石家庄市,本科,河北,公办,,,二线,2.95,,2.12%,,,,,,http://www.hepec.edu.cn/,http://www.hepec.edu.cn/
178,河北金融学院,4113011420,河北省,保定市,本科,河北,公办,,,二线,8,,12.73%,9.80%,2.93%,中国人民银行,,金融学,https://www.hbfu.edu.cn/,https://www.hbfu.edu.cn/
179,北华航天工业学院,4113011629,河北省,廊坊市,本科,河北,共建,,国防科技工业局、河北省,二线,20.08,,25.85%,25.15%,0.70%,航天部,,,https://www.nciae.edu.cn/,https://www.nciae.edu.cn/
180,防灾科技学院,4113011775,中国地震局,廊坊市,本科,河北,公办,,,二线,12.06,,13.12%,12.66%,0.46%,国家地震局,,地球物理学、勘查技术与工程,https://www.cidp.edu.cn/,https://www.cidp.edu.cn/
181,河北经贸大学,4113011832,河北省,石家庄市,本科,河北,公办,推免,,二线,10.64,1,15.49%,14.05%,1.44%,,,会计学、法学,https://www.heuet.edu.cn/,https://www.heuet.edu.cn/
182,中央司法警官学院,4113011903,司法部,保定市,本科,河北,公办,,,二线,5,,,,,司法部,,监狱学、教育学,http://www.cicp.edu.cn/,http://www.cicp.edu.cn/
183,河北传媒学院,4113012784,河北省教育厅,石家庄市,本科,河北,民办,,,二线,0.48,,2.22%,1.65%,0.57%,,,,http://www.hebic.cn/,http://www.hebic.cn/
184,河北工程技术学院,4113012796,河北省教育厅,石家庄市,本科,河北,民办,,,二线,,,0.96%,0.87%,0.09%,,,,http://www.hbgcjsxy.com/,http://www.hbgcjsxy.com/
185,河北美术学院,4113013075,河北省教育厅,石家庄市,本科,河北,民办,,,二线,0.3,,0.87%,,,,,,http://www.hbafa.com/,http://www.hbafa.com/
186,河北科技学院,4113013391,河北省教育厅,保定市,本科,河北,民办,,,二线,1.1,,1.11%,,,,,,http://www.hbkjxy.cn/,http://www.hbkjxy.cn/
187,河北外国语学院,4113013402,河北省教育厅,石家庄市,本科,河北,民办,,,二线,2,,3.25%,1.45%,1.80%,,,,http://www.hbwgydx.com/,http://www.hbwgydx.com/
188,河北大学工商学院,4113013404,河北省教育厅,保定市,本科,河北,民办,,,二线,8.13,,6.67%,6.06%,0.61%,,,,http://www.hicc.cn/,http://www.hicc.cn/
189,华北理工大学轻工学院,4113013408,河北省教育厅,唐山市,本科,河北,民办,,,三线,5.68,,6.53%,,,,,,http://www.qgxy.cn/,http://www.qgxy.cn/
190,河北工业职业技术大学,4113016204,河北省,石家庄市,本科,河北,B/示范,,,二线,10.28,,20.99%,20.96%,0.03%,,,,http://www.hbcit.edu.cn/,http://www.hbcit.edu.cn/
191,河北师范大学汇华学院,4113013411,河北省教育厅,石家庄市,本科,河北,民办,,,二线,15.74,,12.63%,12.45%,0.18%,,,,http://huihua.hebtu.edu.cn/,http://huihua.hebtu.edu.cn/
192,河北经贸大学经济管理学院,4113013414,河北省教育厅,石家庄市,本科,河北,民办,,,二线,4.33,,4.92%,4.75%,0.17%,,,,https://jgxy.heuet.edu.cn/,https://jgxy.heuet.edu.cn/
193,河北医科大学临床学院,4113013415,河北省教育厅,石家庄市,本科,河北,民办,,,二线,20.79,,16.27%,,,,,,https://lcxy.hebmu.edu.cn/,https://lcxy.hebmu.edu.cn/
