序号,院校名称,学校标识码,主管部门,所在地,层次,省市,性质,研究生,共建方,城市级,考研,推免,深造,国内升学,出国,行业隶属,顶尖专业,特色专业,官网,可点击链接
2272,四川大学锦江学院,4151014039,四川省教育厅,眉山市,本科,四川,民办,,,四线,9.4,,6.42%,,,,,,https://www.scujj.edu.cn/,https://www.scujj.edu.cn/
2273,四川文化艺术学院,4151014043,四川省教育厅,绵阳市,本科,四川,民办,,,三线,10,,1.80%,,,,,,http://www.sca.edu.cn/,http://www.sca.edu.cn/
2274,绵阳城市学院,4151014045,四川省教育厅,绵阳市,本科,四川,民办,,,三线,1.27,,5.04%,,,,,,https://www.ccswust.edu.cn/,https://www.ccswust.edu.cn/
2275,西南交通大学希望学院,4151014262,四川省教育厅,南充市,本科,四川,民办,,,三线,1.02,,3.50%,,,,,,http://swjtuhc.cn/,http://swjtuhc.cn/
2276,成都师范学院,4151014389,四川省,成都市,本科,四川,公办,,,新一线,9.46,,10.72%,10.41%,0.31%,,,,https://www.cdnu.edu.cn/index.htm,https://www.cdnu.edu.cn/index.htm
2277,四川电影电视学院,4151014410,四川省教育厅,成都市,本科,四川,民办,,,新一线,,,0.44%,,,,,,https://www.sfc.edu.cn/jgsz/jxdw/yywdxy/xygk.htm,https://www.sfc.edu.cn/jgsz/jxdw/yywdxy/xygk.htm
2278,吉利学院,4111012802,四川省教育厅,成都市,本科,四川,民办,,,新一线,0.68,,0.24%,,,,,,http://www.bgu.edu.cn/,http://www.bgu.edu.cn/
2279,成都纺织高等专科学校,4151011553,四川省,成都市,专科,四川,群B/骨干,,,新一线,,,,,,,,,http://www.cdtc.edu.cn/cdtc_index.htm,http://www.cdtc.edu.cn/cdtc_index.htm
2280,民办四川天一学院,4151011841,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.tianyi.edu.cn/,http://www.tianyi.edu.cn/
2281,成都航空职业技术学院,4151012064,四川省,成都市,专科,四川,群A/示范,,,新一线,,,,,,航天部,,,http://www.cap.edu.cn/campus/sy/,http://www.cap.edu.cn/campus/sy/
2282,四川电力职业技术学院,4151012065,四川省,成都市,专科,四川,示范,,,新一线,,,,,,,,,http://www.scdy.edu.cn/,http://www.scdy.edu.cn/
2283,成都职业技术学院,4151012635,四川省,成都市,专科,四川,群B/骨干,,,新一线,,,,,,,,,http://www.cdvtc.com/,http://www.cdvtc.com/
2284,四川化工职业技术学院,4151012637,四川省,泸州市,专科,四川,公办,,,四线,,,,,,,,,http://www.sccc.edu.cn/,http://www.sccc.edu.cn/
2285,四川水利职业技术学院,4151012638,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.swcvc.net.cn/,http://www.swcvc.net.cn/
2286,南充职业技术学院,4151012639,四川省,南充市,专科,四川,公办,,,三线,,,,,,,,,http://www.nczy.com/,http://www.nczy.com/
2287,内江职业技术学院,4151012640,四川省,内江市,专科,四川,公办,,,五线,,,,,,,,,http://www.njvtc.edu.cn/,http://www.njvtc.edu.cn/
2288,四川航天职业技术学院,4151012641,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.sacvt.com/,http://www.sacvt.com/
2289,四川邮电职业技术学院,4151012642,四川省,成都市,专科,四川,群C/骨干,,,新一线,,,,,,,,,http://www.sptpc.com/Category_1/Index.aspx,http://www.sptpc.com/Category_1/Index.aspx
2290,四川机电职业技术学院,4151012751,四川省,攀枝花市,专科,四川,骨干,,,五线,,,,,,,,,http://www.scemi.com/,http://www.scemi.com/
2291,绵阳职业技术学院,4151012753,四川省,绵阳市,专科,四川,示范,,,三线,,,,,,,,,http://www.myvtc.edu.cn/,http://www.myvtc.edu.cn/
2292,四川交通职业技术学院,4151012761,四川省,成都市,专科,四川,群A/示范,,,新一线,,,,,,,,,http://www.svtcc.edu.cn/,http://www.svtcc.edu.cn/
2293,四川工商职业技术学院,4151012762,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.sctbc.net/,http://www.sctbc.net/
2294,四川工程职业技术学院,4151012763,四川省,德阳市,专科,四川,C/示范,,,四线,,,,,,,,,http://www.scetc.net/,http://www.scetc.net/
2295,四川建筑职业技术学院,4151012764,四川省,德阳市,专科,四川,群B/示范,,,四线,,,,,,,,,http://www.scatc.net/,http://www.scatc.net/
2296,达州职业技术学院,4151012767,四川省,达州市,专科,四川,公办,,,四线,,,,,,,,,http://www.dzvtc.edu.cn/,http://www.dzvtc.edu.cn/
2297,四川托普信息技术职业学院,4151012963,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.scetop.com/,http://www.scetop.com/
2298,四川国际标榜职业学院,4151012964,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.polus.edu.cn/,http://www.polus.edu.cn/
2299,成都农业科技职业学院,4151012965,四川省,成都市,专科,四川,群C,,,新一线,,,,,,,,,http://www.cdnkxy.com/,http://www.cdnkxy.com/
2300,宜宾职业技术学院,4151012966,四川省,宜宾市,专科,四川,骨干,,,四线,,,,,,,,,http://www.ybzy.cn/,http://www.ybzy.cn/
2301,泸州职业技术学院,4151012967,四川省,泸州市,专科,四川,公办,,,四线,,,,,,,,,http://www.lzy.edu.cn/,http://www.lzy.edu.cn/
2302,眉山职业技术学院,4151012968,四川省,眉山市,专科,四川,公办,,,四线,,,,,,,,,http://www.msvtc.net/,http://www.msvtc.net/
2303,四川职业技术学院,4151012970,四川省,遂宁市,专科,四川,公办,,,五线,,,,,,,,,http://www.sczyxy.cn/,http://www.sczyxy.cn/
2304,乐山职业技术学院,4151013048,四川省,乐山市,专科,四川,公办,,,四线,,,,,,,,,http://www.lszyxy.com/,http://www.lszyxy.com/
2305,雅安职业技术学院,4151013049,四川省,雅安市,专科,四川,公办,,,五线,,,,,,,,,http://www.yazjy.com/,http://www.yazjy.com/
2306,四川商务职业学院,4151013812,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.scsw.edu.cn/index.htm,http://www.scsw.edu.cn/index.htm
2307,四川司法警官职业学院,4151013813,四川省,德阳市,专科,四川,公办,,,四线,,,,,,,,,http://www.sjpopc.net/,http://www.sjpopc.net/
2308,广安职业技术学院,4151013814,四川省,广安市,专科,四川,公办,,,五线,,,,,,,,,http://www.gavtc.cn/,http://www.gavtc.cn/
2309,四川信息职业技术学院,4151013815,四川省,广元市,专科,四川,公办,,,五线,,,,,,,,,http://www.scitc.com.cn/,http://www.scitc.com.cn/
2310,四川文化传媒职业学院,4151014004,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.svccc.net/,http://www.svccc.net/
2311,四川华新现代职业学院,4151014005,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.schxmvc.com.cn/,http://www.schxmvc.com.cn/
2312,四川铁道职业学院,4151014006,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,,
2313,四川艺术职业学院,4151014007,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.scapi.cn/,http://www.scapi.cn/
2314,四川中医药高等专科学校,4151014010,四川省,绵阳市,专科,四川,公办,,,三线,,,,,,,,,http://www.scctcm.cn/index.htm,http://www.scctcm.cn/index.htm
2315,四川科技职业学院,4151014070,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.scstc.cn/,http://www.scstc.cn/
2316,四川文化产业职业学院,4151014086,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.svcci.cn/,http://www.svcci.cn/
2317,四川财经职业学院,4151014091,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.scpcfe.cn/,http://www.scpcfe.cn/
2318,四川城市职业学院,4151014175,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.scuvc.com/,http://www.scuvc.com/
2319,四川现代职业学院,4151014176,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.scmvc.cn/,http://www.scmvc.cn/
2320,四川幼儿师范高等专科学校,4151014221,四川省,绵阳市,专科,四川,公办,,,三线,,,,,,,,,http://www.scyesz.com/2016/,http://www.scyesz.com/2016/
2321,四川长江职业学院,4151014323,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.sccvc.com/,http://www.sccvc.com/
2322,四川三河职业学院,4151014386,四川省教育厅,泸州市,专科,四川,民办,,,四线,,,,,,,,,http://www.scshpc.com/,http://www.scshpc.com/
2323,川北幼儿师范高等专科学校,4151014393,四川省,广元市,专科,四川,公办,,,五线,,,,,,,,,http://www.cbyzsc.cn/cbyz/,http://www.cbyzsc.cn/cbyz/
2324,四川卫生康复职业学院,4151014409,四川省,自贡市,专科,四川,公办,,,五线,,,,,,,,,http://www.svchr.edu.cn/,http://www.svchr.edu.cn/
2325,四川汽车职业技术学院,4151014411,四川省教育厅,绵阳市,专科,四川,民办,,,三线,,,,,,,,,http://www.scavtc.com,http://www.scavtc.com
2326,巴中职业技术学院,4151014483,四川省教育厅,巴中市,专科,四川,民办,,,五线,,,,,,,,,http://www.bzzyjsxy.cn/,http://www.bzzyjsxy.cn/
2327,四川希望汽车职业学院,4151014484,四川省教育厅,资阳市,专科,四川,民办,,,五线,,,,,,,,,http://www.qicheedu.com/,http://www.qicheedu.com/
2328,四川电子机械职业技术学院,4151014485,四川省教育厅,绵阳市,专科,四川,民办,,,三线,,,,,,,,,http://www.scemvtc.com/zz/,http://www.scemvtc.com/zz/
2329,四川文轩职业学院,4151014486,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.scwxzyxy.cn,http://www.scwxzyxy.cn
2330,川南幼儿师范高等专科学校,4151014496,四川省,内江市,专科,四川,公办,,,五线,,,,,,,,,http://www.cnyz.edu.cn/,http://www.cnyz.edu.cn/
2331,四川护理职业学院,4151014513,四川省,德阳市,专科,四川,公办,,,四线,,,,,,,,,http://www.cnsnvc.com/,http://www.cnsnvc.com/
2332,成都工业职业技术学院,4151014514,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.cdivtc.com.cn/,http://www.cdivtc.com.cn/
2333,四川西南航空职业学院,4151014515,四川省教育厅,成都市,专科,四川,民办,,,新一线,,,,,,,,,http://www.xnhkxy.edu.cn/,http://www.xnhkxy.edu.cn/
2334,成都工贸职业技术学院,4151014547,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,http://www.cdgmxy.com/,http://www.cdgmxy.com/
2335,四川应用技术职业学院,4151014548,四川省教育厅,凉山彝族自治州,专科,四川,民办,,,五线,,,,,,,,,http://www.sccas.edu.cn/,http://www.sccas.edu.cn/
2336,西昌民族幼儿师范高等专科学校,4151014629,四川省,凉山彝族自治州,专科,四川,公办,,,五线,,,,,,,,,,
2337,眉山药科职业学院,4151014640,四川省教育厅,眉山市,专科,四川,民办,,,四线,,,,,,,,,http://www.sumc.cn/,http://www.sumc.cn/
2338,天府新区信息职业学院,4151014641,四川省教育厅,眉山市,专科,四川,民办,,,四线,,,,,,,,,http://cxtfxq.com/,http://cxtfxq.com/
2339,德阳城市轨道交通职业学院,4151014642,四川省教育厅,德阳市,专科,四川,民办,,,四线,,,,,,,,,http://www.dcurt.cn/,http://www.dcurt.cn/
2340,德阳科贸职业学院,4151014643,四川省教育厅,德阳市,专科,四川,民办,,,四线,,,,,,,,,http://www.dykmxy.com/,http://www.dykmxy.com/
2341,江阳城建职业学院,4151014644,四川省教育厅,泸州市,专科,四川,民办,,,四线,,,,,,,,,http://sccc.good-edu.cn/default.php,http://sccc.good-edu.cn/default.php
2342,天府新区航空旅游职业学院,4151014645,四川省教育厅,眉山市,专科,四川,民办,,,四线,,,,,,,,,,
2343,天府新区通用航空职业学院,4151014646,四川省教育厅,眉山市,专科,四川,民办,,,四线,,,,,,,,,,
2344,阿坝职业学院,4151014647,四川省,阿坝藏族羌族自治州,专科,四川,公办,,,五线,,,,,,,,,http://www.abzyxy.cn,http://www.abzyxy.cn
2345,达州中医药职业学院,4151014669,四川省,达州市,专科,四川,公办,,,四线,,,,,,,,,,
2346,内江卫生与健康职业学院,4151014670,四川省,内江市,专科,四川,公办,,,五线,,,,,,,,,,
2347,南充科技职业学院,4151014671,四川省教育厅,南充市,专科,四川,民办,,,三线,,,,,,,,,,
2348,攀枝花攀西职业学院,4151014672,四川省教育厅,攀枝花市,专科,四川,民办,,,五线,,,,,,,,,,
2349,资阳口腔职业学院,4151014673,四川省教育厅,资阳市,专科,四川,民办,,,五线,,,,,,,,,,
2350,资阳环境科技职业学院,4151014674,四川省教育厅,资阳市,专科,四川,民办,,,五线,,,,,,,,,,
2351,南充文化旅游职业学院,4151014728,四川省,南充市,专科,四川,公办,,,三线,,,,,,,,,,
2352,南充电影工业职业学院,4151014729,四川省教育厅,南充市,专科,四川,民办,,,三线,,,,,,,,,,
2353,绵阳飞行职业学院,4151014730,四川省教育厅,绵阳市,专科,四川,民办,,,三线,,,,,,,,,,
2354,德阳农业科技职业学院,4151014731,四川省教育厅,德阳市,专科,四川,民办,,,四线,,,,,,,,,,
2355,泸州医疗器械职业学院,4151014732,四川省教育厅,泸州市,专科,四川,民办,,,四线,,,,,,,,,,
2356,甘孜职业学院,4151014767,四川省,甘孜藏族自治州,专科,四川,公办,,,五线,,,,,,,,,,
2357,自贡职业技术学院,4151014768,四川省教育厅,自贡市,专科,四川,民办,,,五线,,,,,,,,,,
2358,广元中核职业技术学院,4251050881,四川省教育厅,广元市,专科,四川,民办,,,五线,,,,,,,,,,
2359,四川体育职业学院,4251051351,四川省,成都市,专科,四川,公办,,,新一线,,,,,,,,,,
2360,贵州大学,4152010657,贵州省,贵阳市,本科,贵州,211,推免,贵州省、教育部,二线,13,5.6,24.14%,,,,,采矿工程、植物保护、林学、农林经济管理、材料科学与工程、汉语言文学、电子科学与技术,http://www.gzu.edu.cn/,http://www.gzu.edu.cn/
2361,贵州医科大学,4152010660,贵州省,贵阳市,本科,贵州,公办,推免,,二线,2.53,2.3,12.12%,,,,,,https://www.gmc.edu.cn/,https://www.gmc.edu.cn/
2362,遵义医科大学,4152010661,贵州省,遵义市,本科,贵州,共建,推免,卫健委、贵州省,三线,11.64,,15.37%,,,,,,https://www.zmu.edu.cn/,https://www.zmu.edu.cn/
2363,贵州中医药大学,4152010662,贵州省,贵阳市,本科,贵州,公办,推免,,二线,9.49,,6.24%,,,,,,http://www.gzy.edu.cn/,http://www.gzy.edu.cn/
2364,贵州师范大学,4152010663,贵州省,贵阳市,本科,贵州,共建,推免,贵州省、教育部,二线,5.7,2.3,5.59%,,,,,数学与应用数学、地理科学、生物科学、思想政治教育,https://www.gznu.edu.cn/,https://www.gznu.edu.cn/
2365,遵义师范学院,4152010664,贵州省,遵义市,本科,贵州,公办,,,三线,7.2,,7.23%,,,,,,http://www.zync.edu.cn/,http://www.zync.edu.cn/
2366,铜仁学院,4152010665,贵州省,铜仁市,本科,贵州,公办,,,四线,3.7,,6.95%,,,,,,http://www.gztrc.edu.cn/,http://www.gztrc.edu.cn/
2367,兴义民族师范学院,4152010666,贵州省,黔西南布依族苗族自治州,本科,贵州,公办,,,五线,1.5,,2.00%,,,,,,http://www.xynun.edu.cn/,http://www.xynun.edu.cn/
2368,安顺学院,4152010667,贵州省,安顺市,本科,贵州,公办,,,五线,2.55,,2.78%,2.78%,0.00%,,,,http://www.asu.edu.cn/,http://www.asu.edu.cn/
2369,贵州工程应用技术学院,4152010668,贵州省,毕节市,本科,贵州,公办,,,五线,8,,,,,,,,http://www.gues.edu.cn/,http://www.gues.edu.cn/
2370,凯里学院,4152010669,贵州省,黔东南苗族侗族自治州,本科,贵州,公办,,,四线,2.01,,3.79%,,,,,,https://www.kluniv.edu.cn/,https://www.kluniv.edu.cn/
2371,黔南民族师范学院,4152010670,贵州省,黔南布依族苗族自治州,本科,贵州,公办,,,四线,2.32,,4.41%,,,,,,https://www.sgmtu.edu.cn/,https://www.sgmtu.edu.cn/
2372,贵州财经大学,4152010671,贵州省,贵阳市,本科,贵州,公办,,,二线,3.07,,6.31%,,,,,,http://www.gufe.edu.cn/,http://www.gufe.edu.cn/
2373,贵州民族大学,4152010672,贵州省,贵阳市,本科,贵州,共建,,国家民委、贵州省,二线,4.23,,5.92%,,,,,,http://www.gzmu.edu.cn/,http://www.gzmu.edu.cn/
2374,贵阳学院,4152010976,贵州省,贵阳市,本科,贵州,公办,,,二线,3.28,,4.08%,,,,,,http://www.gyu.cn/,http://www.gyu.cn/
2375,六盘水师范学院,4152010977,贵州省,六盘水市,本科,贵州,公办,,,五线,1.72,,1.91%,,,,,,https://www.lpssy.edu.cn/,https://www.lpssy.edu.cn/
2376,贵州商学院,4152011731,贵州省,贵阳市,本科,贵州,公办,,,二线,0.36,,0.51%,,,,,,http://www.gzcc.edu.cn/,http://www.gzcc.edu.cn/
2377,贵州警察学院,4152012107,贵州省,贵阳市,本科,贵州,公办,,,二线,,,,,,,,,http://www.gzjgxy.cn/,http://www.gzjgxy.cn/
2378,贵州中医药大学时珍学院,4152013647,贵州省教育厅,贵阳市,本科,贵州,民办,,,二线,2.4,,,,,,,,http://www.gzyszxy.cn/,http://www.gzyszxy.cn/
2379,贵州黔南经济学院,4152013648,贵州省教育厅,黔南布依族苗族自治州,本科,贵州,民办,,,四线,0.61,,,,,,,,"https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1889,categoryId-63788,mindex-1.dhtml","https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1889,categoryId-63788,mindex-1.dhtml"
2380,贵州黔南科技学院,4152013649,贵州省教育厅,黔南布依族苗族自治州,本科,贵州,民办,,,四线,0.56,,0.48%,,,,,,"https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1890,categoryId-6301651,mindex-8.dhtml","https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1890,categoryId-6301651,mindex-8.dhtml"
2381,贵阳信息科技学院,4152013650,贵州省教育厅,贵阳市,本科,贵州,民办,,,二线,0.27,,,,,,,,https://gaokao.chsi.com.cn/sch/schoolInfoMain--schId-1891.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfoMain--schId-1891.dhtml
2382,贵阳人文科技学院,4152013651,贵州省教育厅,贵阳市,本科,贵州,民办,,,二线,,,1.33%,,,,,,"https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1892,categoryId-18856219,mindex-1.dhtml","https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1892,categoryId-18856219,mindex-1.dhtml"
2383,贵阳康养职业大学,4152016206,贵州省,贵阳市,本科,贵州,公办,,,二线,,,12.03%,,,,,,http://www.gynvc.edu.cn/index.jsp,http://www.gynvc.edu.cn/index.jsp
2384,遵义医科大学医学与科技学院,4152013653,贵州省教育厅,遵义市,本科,贵州,民办,,,三线,1.1,,,,,,,,https://mts.zmu.edu.cn/,https://mts.zmu.edu.cn/
2385,贵州医科大学神奇民族医药学院,4152013676,贵州省教育厅,贵阳市,本科,贵州,民办,,,二线,0.06,,,,,,,,http://www.gysqxy.cn/,http://www.gysqxy.cn/
2386,贵州师范学院,4152014223,贵州省,贵阳市,本科,贵州,公办,,,二线,4.47,,4.85%,,,,,,https://www.gznc.edu.cn/,https://www.gznc.edu.cn/
